,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Year,population,county,year
87,INV-09947000050,01/23/2018,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315.0,POINT (-93.602372 41.526289),77.0,POLK,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43331,Captain Morgan Spiced Rum Mini,12,500,4.8,7.2,12,86.4,6.0,1.59,2018,,,
88,INV-10019100004,01/25/2018,2592,Hy-Vee Drugstore / Marshalltown,1712 S Center  St,Marshalltown,50158.0,POINT (-92.91250500000001 42.027531),64.0,MARSHALL,1081200.0,Cream Liqueurs,260,DIAGEO AMERICAS,68034,Baileys Original Irish Cream,12,375,7.0,10.5,1,10.5,0.38,0.1,2018,,,
89,INV-09947900030,01/23/2018,2448,Bottle Boutique,705 E. SECOND,Indianola,50125.0,POINT (-93.55261600000001 41.358176),91.0,WARREN,1081200.0,Cream Liqueurs,260,DIAGEO AMERICAS,68034,Baileys Original Irish Cream,12,375,7.0,10.5,1,10.5,0.38,0.1,2018,,,
90,INV-09967000025,01/23/2018,5113,"Ray's Supermarket, Inc.",1975 Franklin St,Waterloo,50703.0,POINT (-92.315215 42.495394),7.0,BLACK HAWK,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9.0,13.5,12,162.0,9.0,2.38,2018,131723,,
91,INV-09940900020,01/22/2018,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314.0,POINT (-93.619787 41.60566),77.0,POLK,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38179,Titos Handmade Vodka,24,200,3.49,5.24,3,15.72,0.6,0.16,2018,,,
92,INV-10022600036,01/25/2018,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596754 41.554101),77.0,POLK,1031200.0,American Flavored Vodka,260,DIAGEO AMERICAS,77889,Smirnoff Ruby Red Grapefruit,12,750,8.25,12.38,1,12.38,0.75,0.2,2018,,,
93,INV-09945200017,01/23/2018,4361,Quik Trip #538 / NW 2nd / DSM,4575 NW 2nd,Des Moines,50313.0,POINT (-93.619906 41.643664),77.0,POLK,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9.0,13.5,4,54.0,3.0,0.79,2018,,,
94,INV-09956200003,01/23/2018,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023.0,POINT (-93.621824 41.705188),77.0,POLK,1012300.0,Single Malt Scotch,370,PERNOD RICARD USA,5036,Glenlivet 12YR,12,750,23.98,35.97,12,422.64,9.0,2.38,2018,,,
95,INV-10027900039,01/26/2018,5144,Sam's Club 6979 / Ankeny,4625 SE Delaware Ave,Ankeny,50021.0,POINT (-93.581273 41.691),77.0,POLK,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,36,657.36,36.0,9.51,2018,,,
96,INV-09990000014,01/24/2018,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 Devils Glen Road,Bettendorf,52722.0,POINT (-90.483701 41.552338),82.0,SCOTT,1031100.0,American Vodkas,380,Phillips Beverage,37347,Phillips Vodka,12,1000,4.29,6.44,12,77.28,12.0,3.17,2018,,,
97,INV-09946000116,01/23/2018,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317.0,POINT (-93.569452 41.627838),77.0,POLK,1062500.0,Flavored Rum,370,PERNOD RICARD USA,42712,Malibu Coconut Rum Mini,12,500,4.95,7.43,1,7.43,0.5,0.13,2018,,,
98,INV-09977900002,01/24/2018,3626,Wal-Mart 2714 / Spencer,500  11th St,Spencer,51301.0,POINT (-95.152474 43.126816),21.0,CLAY,1031100.0,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,12,148.56,9.0,2.38,2018,,,
99,INV-09992000137,01/24/2018,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804.0,,82.0,SCOTT,1031200.0,American Flavored Vodka,259,Heaven Hill Brands,40052,Deep Eddy Lemon Mini,6,600,4.84,7.26,1,7.26,0.6,0.16,2018,,,
100,INV-09948900077,01/23/2018,2622,Hy-Vee Food Store / Iowa City,1125 N Dodge St,Iowa City,52240.0,POINT (-91.518868 41.676095),52.0,JOHNSON,1031100.0,American Vodkas,297,Laird & Company,35926,Five O'clock PET Vodka,12,750,3.37,5.06,12,60.72,9.0,2.38,2018,,,
101,INV-09998400056,01/24/2018,5172,Uptown Liquor & Tobacco,2000 Willey Blvd SW,Cedar Rapids,52404.0,POINT (-91.725777 41.959614),57.0,LINN,1031200.0,American Flavored Vodka,205,E & J Gallo Winery,40597,New Amsterdam Red Berry,24,200,2.49,3.74,5,16.8,1.0,0.26,2018,,,
102,INV-10016400044,01/25/2018,2627,Hy-Vee Wine & Spirits #1 / MLK,3424 Martin Luther King Jr Pkw,Des Moines,50310.0,POINT (-93.65129 41.626668),77.0,POLK,1051100.0,American Brandies,259,Heaven Hill Brands,52312,Christian Bros Brandy,24,200,1.96,2.94,24,70.56,4.8,1.27,2018,,,
103,INV-09971500002,01/23/2018,4777,Casey's General Store #1365 / Paullina,,,,,,,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9.0,2.38,2018,,,
104,INV-10030600020,01/26/2018,4495,Casey's General Store #3055 / Grundy Center,"504, G Ave",Grundy Center,50638.0,POINT (-92.770411 42.361494),38.0,GRUNDY,1062200.0,White Rum,65,Jim Beam Brands,43848,Ronrico Silver Label Rum (pr),6,1750,7.5,11.25,3,33.09,5.25,1.39,2018,12272,,
105,INV-09952800004,01/23/2018,5234,Casey's General Store #3473 / Dubuqu,"1072, Cedar Cross Rd",Dubuque,52003.0,POINT (-90.708156 42.478563),31.0,DUBUQUE,1011100.0,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.5,5.25,12,63.0,4.5,1.19,2018,,,
106,INV-10025700030,01/25/2018,3756,Main Street Liquors / Manning,316 Main St,Manning,51455.0,POINT (-95.065122 41.908573),14.0,CARROLL,1012200.0,Scotch Whiskies,370,PERNOD RICARD USA,9432,Passport Scotch,6,1750,12.49,18.74,1,20.99,1.75,0.46,2018,,,
107,INV-09929400005,01/22/2018,4644,Kwik Shop #588 / Davenport,"1136, E Locust St",Davenport,52803.0,POINT (-90.55865800000001 41.538288),82.0,SCOTT,1011100.0,Blended Whiskies,297,Laird & Company,23826,Five Star,12,750,3.5,5.25,12,63.0,9.0,2.38,2018,,,
108,INV-09965700050,01/23/2018,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613.0,POINT (-92.435236 42.512789),7.0,BLACK HAWK,1011200.0,Straight Bourbon Whiskies,85,Brown Forman Corp.,20366,Old Forester Bourbon,12,750,10.92,16.38,2,29.64,1.5,0.4,2018,131723,,
109,INV-10019300001,01/25/2018,5524,East Side Liquor & Grocery,1116 E Nevada St,Marshalltown,50158.0,POINT (-92.893113 42.044345),64.0,MARSHALL,1081300.0,American Cordials & Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.9,1.35,48,64.8,4.8,1.27,2018,,,
110,INV-09946000085,01/23/2018,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317.0,POINT (-93.569452 41.627838),77.0,POLK,1071100.0,Cocktails /RTD,434,LUXCO INC,62097,Paramount Long Island Iced Tea,12,1000,4.5,6.75,12,81.0,12.0,3.17,2018,,,
111,INV-09999100061,01/24/2018,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401.0,POINT (-91.659875 41.97574),57.0,LINN,1082000.0,Imported Cordials & Liqueurs,259,Heaven Hill Brands,65195,Hpnotiq,6,750,9.83,14.75,6,88.5,4.5,1.19,2018,,,
112,INV-09964600050,01/23/2018,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036.0,POINT (-93.876159 42.06479800000001),8.0,BOONE,1041100.0,American Dry Gins,370,PERNOD RICARD USA,32234,Seagrams Extra Dry Gin,24,375,3.39,5.09,4,20.36,1.5,0.4,2018,,,
113,INV-09906100071,01/19/2018,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503.0,POINT (-95.836515 41.270824),78.0,POTTAWATTA,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19.0,28.5,6,166.62,10.5,2.77,2018,,,
114,INV-09947500017,01/23/2018,4504,JIFFY EXPRESS #921 / INDIANOLA,311 North Jefferson,Indianola,50125.0,,91.0,WARREN,1011100.0,Blended Whiskies,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,1750,8.0,12.0,6,70.86,10.5,2.77,2018,,,
115,INV-09976000144,01/24/2018,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732.0,POINT (-90.193204 41.836268000000004),23.0,CLINTON,1012100.0,Canadian Whiskies,380,Phillips Beverage,14474,Revel Stoke Roasted Pecan,12,750,7.52,11.28,4,45.12,3.0,0.79,2018,46437,,
116,INV-09952100016,01/23/2018,3944,Sam's Club 4973 / Dubuque,4400 Asbury Rd,Dubuque,52002.0,POINT (-90.737821 42.515289),31.0,DUBUQUE,1031100.0,American Vodkas,55,SAZERAC NORTH AMERICA,35317,Barton Vodka,12,1000,3.97,5.96,12,71.52,12.0,3.17,2018,,,
117,INV-10033800016,01/26/2018,2656,Hy-Vee Food Store / Corning,300  10th St,Corning,51632.0,POINT (-94.731809 40.991861),22.0,CLAYTON,1082200.0,Imported Schnapps,421,SAZERAC COMPANY  INC,69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,8.66,12.99,2,25.98,1.5,0.4,2018,,,
118,INV-10001300052,01/24/2018,2594,Hy-Vee Food Store / Sioux City,4500 Sergeant Road,Sioux City,51106.0,POINT (-96.346969 42.447396),97.0,WOODBURY,1031100.0,American Vodkas,205,E & J Gallo Winery,36970,New Amsterdam Vodka,12,1000,7.33,11.0,12,132.0,12.0,3.17,2018,,,
119,INV-10023000102,01/25/2018,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321.0,POINT (-93.64494300000001 41.542748),77.0,POLK,1031100.0,American Vodkas,421,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,9.44,14.16,6,84.96,10.5,2.77,2018,,,
120,INV-10029700040,01/26/2018,4068,Sa Petro Mart,136  1ST ST,West Des Moines,50265.0,POINT (-93.703344 41.570743),77.0,POLK,1701100.0,Temporary & Specialty Packages,65,Jim Beam Brands,100017,Hornitos Reposado w/ Hornitos Plata 200ml,6,1950,23.62,35.43,2,70.86,3.9,1.03,2018,,,
121,INV-09970500065,01/23/2018,2660,HY-VEE FOOD STORE / SIOUX CENTER,1951 S Main Ave,Sioux Center,51250.0,POINT (-96.175695 43.056471),84.0,SIOUX,1031100.0,American Vodkas,402,Oz Spirits LLC,36447,Ingenioz,12,750,12.54,18.81,2,37.62,1.5,0.4,2018,,,
122,INV-10016900008,01/25/2018,4941,Kum & Go #170 / Urbandale,6990 Douglas Ave,Urbandale,50322.0,POINT (-93.711902 41.629415),77.0,POLK,1041100.0,American Dry Gins,370,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,500,3.3,4.95,1,4.95,0.5,0.13,2018,,,
123,INV-09985800015,01/24/2018,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021.0,,77.0,POLK,1011300.0,Single Barrel Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18350,Four Roses Single Barrel,6,750,20.17,30.26,12,363.12,9.0,2.38,2018,,,
124,INV-09941300080,01/22/2018,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596754 41.554101),77.0,POLK,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19.0,28.5,6,166.62,10.5,2.77,2018,,,
125,INV-10000100009,01/24/2018,5268,The Depot Atkins,"188, Parkridge Rd",Atkins,52206.0,,6.0,BENTON,1082000.0,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,12.45,18.68,1,18.08,0.75,0.2,2018,25625,,
126,INV-09956500026,01/23/2018,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322.0,POINT (-93.739105 41.629364),77.0,POLK,1011500.0,Bottled in Bond Bourbon,461,Skyy Spirits Inc,22199,Wild Turkey Rare Breed,6,750,25.0,37.5,6,204.78,4.5,1.19,2018,,,
127,INV-10001400126,01/24/2018,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105.0,POINT (-96.364108 42.487752),97.0,WOODBURY,1082000.0,Imported Cordials & Liqueurs,461,Skyy Spirits Inc,65126,Grand Marnier Cordon Rouge,12,750,23.31,34.97,1,34.97,0.75,0.2,2018,,,
128,INV-09951500018,01/23/2018,5460,Smokin Joe's # 6 Tobacco and Liquor Outlet,2411 2nd St Ste 4,Coralville,52241.0,POINT (-91.599549 41.68363),52.0,JOHNSON,1062200.0,White Rum,35,BACARDI USA INC,43124,Bacardi Superior Rum,24,375,4.5,6.75,3,20.25,1.12,0.3,2018,,,
129,INV-09917100002,01/22/2018,3829,Gary's Foods / Mt Vernon,715  1st Ave S,Mount Vernon,52314.0,POINT (-91.422487 41.916708),57.0,LINN,1041100.0,American Dry Gins,300,McCormick Distilling Co.,31167,McCormick Gin,12,1000,4.13,6.2,5,31.0,5.0,1.32,2018,,,
130,INV-09978800045,01/24/2018,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331.0,POINT (-95.14027400000002 43.361577),30.0,DICKINSON,1081400.0,American Schnapps,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.87,11.81,3,35.43,3.0,0.79,2018,,,
131,INV-09975900023,01/24/2018,3920,Smokin' Joe's #11 Tobacco and Liquor Outlet,1606 Camanche Ave,Clinton,52732.0,POINT (-90.204748 41.827845),23.0,CLINTON,1031100.0,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21.0,5.55,2018,46437,,
132,INV-09969100003,01/23/2018,4891,Schottsy's Liquor,109 5th St,Sibley,51249.0,POINT (-95.759943 43.403935),72.0,OSCEOLA,1011200.0,Straight Bourbon Whiskies,55,SAZERAC NORTH AMERICA,21597,Ten High,12,1000,4.94,7.41,12,88.92,12.0,3.17,2018,,,
133,INV-09940100056,01/22/2018,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503.0,POINT (-95.825137 41.242732),78.0,POTTAWATTA,1031200.0,American Flavored Vodka,255,Infinium Spirits,39655,Seagrams Juicy Watermelon Vodka Mini,12,500,4.6,6.9,1,6.9,0.5,0.13,2018,,,
134,INV-09935700004,01/22/2018,4098,Wal-Mart 1475 / Washington,2485 Hwy 92,Washington,52353.0,POINT (-91.660194 41.296202),92.0,WASHINGTON,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,15.59,23.39,12,280.68,9.0,2.38,2018,,,
135,INV-10037400018,01/26/2018,2178,Double D Liquor Store,618 Rossville Road,Waukon,52172.0,POINT (-91.473634 43.262114),3.0,ALLAMAKEE,1031100.0,American Vodkas,260,DIAGEO AMERICAS,37418,Popov Vodka 80 Prf,6,1750,8.5,12.75,6,76.5,10.5,2.77,2018,,,
136,INV-09990000067,01/24/2018,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 Devils Glen Road,Bettendorf,52722.0,POINT (-90.483701 41.552338),82.0,SCOTT,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal Canadian Whisky,12,1000,18.89,28.34,12,340.08,12.0,3.17,2018,,,
137,INV-09992000084,01/24/2018,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804.0,,82.0,SCOTT,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,15.59,23.39,108,2526.12,81.0,21.4,2018,,,
138,INV-10005100018,01/25/2018,4959,Bani's,2128 College St,Cedar Falls,50613.0,POINT (-92.455801 42.518018000000005),7.0,BLACK HAWK,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,24,326.16,18.0,4.76,2018,131723,,
139,INV-09924700023,01/22/2018,3762,Wine and Spirits Gallery,7690 Hickman Rd,Windsor Heights,50322.0,,77.0,POLK,1081300.0,American Cordials & Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon,48,100,0.9,1.35,48,64.8,4.8,1.27,2018,,,
140,INV-10031100026,01/26/2018,5505,Liquor Barn II,721 Central Ave W,Hampton,50441.0,POINT (-93.21693 42.741728),35.0,FRANKLIN,1012100.0,Canadian Whiskies,65,Jim Beam Brands,10628,Canadian Club Whisky,6,1750,14.5,21.75,2,42.52,3.5,0.92,2018,,,
141,INV-09943400057,01/23/2018,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402.0,POINT (-91.658105 42.010971),57.0,LINN,1062400.0,Spiced Rum,259,Heaven Hill Brands,43986,Admiral Nelson Cherry Spiced Rum,6,1750,11.55,17.33,6,103.98,10.5,2.77,2018,,,
142,INV-09946400039,01/23/2018,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317.0,POINT (-93.573845 41.604312),77.0,POLK,1022100.0,Mixto Tequila,434,LUXCO INC,87937,Juarez Tequila Silver,12,1000,8.0,12.0,12,124.56,12.0,3.17,2018,,,
143,INV-09928600014,01/22/2018,5070,Jeff's Market / Wilton,101 E 4th St,Wilton,52778.0,POINT (-91.016579 41.58873),70.0,MUSCATINE,1081300.0,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75214,Kinky Blue,12,750,10.0,15.0,1,15.0,0.75,0.2,2018,,,
144,INV-09980200050,01/24/2018,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334.0,POINT (-94.829962 43.402096),32.0,EMMET,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,48,846.24,48.0,12.68,2018,,,
145,INV-09990000010,01/24/2018,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 Devils Glen Road,Bettendorf,52722.0,POINT (-90.483701 41.552338),82.0,SCOTT,1031100.0,American Vodkas,300,McCormick Distilling Co.,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,12,134.52,21.0,5.55,2018,,,
146,INV-09920600145,01/22/2018,2538,Hy-Vee Food Store #3 / Waterloo,1422 Flammang Dr,Waterloo,50702.0,POINT (-92.327917 42.459938),7.0,BLACK HAWK,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,86691,Jack Daniel's Tennessee Fire Mini,12,500,9.06,13.59,1,13.59,0.5,0.13,2018,131723,,
147,INV-10021900081,01/25/2018,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265.0,POINT (-93.73162 41.571127),77.0,POLK,1052100.0,Imported Brandies,389,REMY COINTREAU USA INC,50686,St. Remy Vsop Napoleon Brandy,12,750,7.24,10.86,2,21.72,1.5,0.4,2018,,,
148,INV-09923100013,01/22/2018,3679,FRANKLIN STREET FLORAL & GIFT,103 Franklin St,Monona,52159.0,POINT (-91.390767 43.055133),22.0,CLAYTON,1011100.0,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27474,Bird Dog Blackberry Whiskey,6,750,10.0,15.0,1,15.0,0.75,0.2,2018,,,
149,INV-09988800029,01/24/2018,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501.0,,90.0,WAPELLO,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9.0,2.38,2018,34991,,
150,INV-09988400002,01/24/2018,3916,Smokin' Joe's #5 Tobacco and Liquor Outlet,1115 Albia Rd,Ottumwa,52501.0,POINT (-92.437224 41.009342),90.0,WAPELLO,1051100.0,American Brandies,115,CONSTELLATION BRANDS INC,53213,Paul Masson Grande Amber Brandy,24,200,1.96,2.94,24,70.56,4.8,1.27,2018,34991,,
151,INV-09959100013,01/23/2018,4887,Kum & Go #66 / West Des Moines,5308 University Ave,West Des Moines,50266.0,POINT (-93.778685 41.60046),77.0,POLK,1041100.0,American Dry Gins,370,PERNOD RICARD USA,32231,Seagrams Extra Dry Gin Mini,12,500,3.3,4.95,3,14.85,1.5,0.4,2018,,,
152,INV-09983000041,01/24/2018,3524,Sam's Club 6568 / Ames,305 Airport Rd,Ames,50010.0,POINT (-93.613648 42.001123),85.0,STORY,1012300.0,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,12,512.64,12.0,3.17,2018,,,
153,INV-09918800005,01/22/2018,3707,Target Store T-1768 / Cedar Rapids,1030 Blairs Ferry Rd NE,Cedar Rapids,52402.0,POINT (-91.649625 42.035157),57.0,LINN,1011200.0,Straight Bourbon Whiskies,85,Brown Forman Corp.,22228,Woodford Reserve Double Oaked,6,750,30.49,45.74,6,274.44,4.5,1.19,2018,,,
154,INV-10008600051,01/25/2018,3456,Quick Shop / Clear Lake,904 N 8th St,Clear Lake,50428.0,POINT (-93.378772 43.142868),17.0,CERRO GORD,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,12.97,19.46,12,233.52,12.0,3.17,2018,,,
155,INV-09929300044,01/22/2018,5249,W-Mart,"1205/1207, Locust St.",Davenport,52803.0,,82.0,SCOTT,1012300.0,Single Malt Scotch,240,William Grant & Sons Inc,5006,Glenfiddich 12yr Special Reserve,12,750,23.48,35.22,1,34.47,0.75,0.2,2018,,,
156,INV-10020500016,01/25/2018,2535,Hy-Vee Food Store #1 / WDM,1700 Valley West Dr,West Des Moines,50265.0,,77.0,POLK,1081300.0,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75208,Kinky Liqueur Mini,6,500,4.84,7.26,1,7.26,0.5,0.13,2018,,,
157,INV-09973800063,01/24/2018,3818,Round Window Liquor,703 W Pleasant St,Knoxville,50138.0,POINT (-93.10564100000002 41.320746),63.0,MARION,1071100.0,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57129,Chi-Chi's Mexican Mudslide,6,1750,6.5,9.75,1,9.25,1.75,0.46,2018,,,
158,INV-09986400007,01/24/2018,4433,Kum & Go #24  Pleasant Hill,5970 Morning Star Ct,Pleasant Hill,50317.0,POINT (-93.492204 41.597596),77.0,POLK,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,9.64,14.46,6,86.76,4.5,1.19,2018,,,
159,INV-09992000065,01/24/2018,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804.0,,82.0,SCOTT,1012100.0,Canadian Whiskies,380,Phillips Beverage,14490,Revel Stoke Rootbeer,12,750,7.59,11.39,3,34.17,2.25,0.59,2018,,,
160,INV-09956200103,01/23/2018,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023.0,POINT (-93.621824 41.705188),77.0,POLK,1062400.0,Spiced Rum,35,BACARDI USA INC,43205,Bacardi Oakheart,12,750,7.5,11.25,12,135.0,9.0,2.38,2018,,,
161,INV-09968900045,01/23/2018,5423,Stammer Liquor Corp,615 2nd Ave,Sheldon,51201.0,POINT (-95.854899 43.184242),71.0,OBRIEN,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,20247,Old Crow,12,1000,4.98,7.47,12,89.64,12.0,3.17,2018,,,
162,INV-09982500008,01/24/2018,5005,Laurens Food Pride,410 W Main St,Laurens,50554.0,,76.0,POCAHONTAS,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11777,Black Velvet,12,1000,6.63,9.95,12,119.4,12.0,3.17,2018,,,
163,INV-09929600030,01/22/2018,3917,Smokin' Joe's #2 Tobacco and Liquor Outlet,1606 W Locust St,Davenport,52804.0,POINT (-90.599037 41.538254),82.0,SCOTT,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,26823,Jack Daniels Old #7 Black Lbl,48,200,4.23,6.35,3,19.05,0.6,0.16,2018,,,
164,INV-09982200031,01/24/2018,2606,Hy-Vee Wine and Spirits / Humboldt,1011  13th St North,Humboldt,50548.0,POINT (-94.227116 42.733221),46.0,HUMBOLDT,1031100.0,American Vodkas,297,Laird & Company,35917,Five O'clock Vodka,12,1000,4.17,6.26,12,75.12,12.0,3.17,2018,,,
165,INV-09971800008,01/23/2018,2604,Hy-Vee Wine and Spirits / Lemars,1201 12th Ave SW,Lemars,51031.0,POINT (-96.18335000000002 42.778257),75.0,PLYMOUTH,1011100.0,Blended Whiskies,260,DIAGEO AMERICAS,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8.0,12.0,12,144.0,12.0,3.17,2018,,,
166,INV-09964600057,01/23/2018,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036.0,POINT (-93.876159 42.06479800000001),8.0,BOONE,1022100.0,Mixto Tequila,395,PROXIMO,89193,Jose Cuervo Especial Reposado Tequila,48,200,3.0,4.5,4,18.0,0.8,0.21,2018,,,
167,INV-09939000023,01/22/2018,5252,Freeman Foods of North English,"119, Main St",North English,52316.0,POINT (-92.166582 41.575084),48.0,IOWA,1071100.0,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57148,Chi-Chi's Margarita W/tequila,6,1750,6.5,9.75,1,9.25,1.75,0.46,2018,16155,,
168,INV-10015200065,01/25/2018,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77.0,POLK,1062200.0,White Rum,65,Jim Beam Brands,44516,Cruzan Light Rum,12,750,6.83,10.25,12,123.0,9.0,2.38,2018,,,
169,INV-10005700002,01/25/2018,3762,Wine and Spirits Gallery,7690 Hickman Rd,Windsor Heights,50322.0,,77.0,POLK,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,12,280.68,9.0,2.38,2018,,,
170,INV-09921100021,01/22/2018,5364,Station Mart,3594 Lafayette Road,Evansdale,50707.0,POINT (-92.287994 42.47724500000001),7.0,BLACK HAWK,1082000.0,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65258,Jagermeister Liqueur,6,1750,26.05,39.08,1,39.08,1.75,0.46,2018,131723,,
171,INV-09905000048,01/19/2018,2228,Rodgers Spirits and More,53 Green St,Winterset,50273.0,POINT (-94.013374 41.336405),61.0,MADISON,1031200.0,American Flavored Vodka,380,Phillips Beverage,41705,Uv Red (cherry) Vodka,12,1000,7.5,11.25,1,11.25,1.0,0.26,2018,,,
172,INV-09964500008,01/23/2018,4831,L & M Gas & Grocery / Boone,"320, W Mamie Eisenhower Ave",Boone,50036.0,POINT (-93.896855 42.05934),8.0,BOONE,1062300.0,Aged Dark Rum,65,Jim Beam Brands,44486,Cruzan Dark Rum,12,750,6.83,10.25,1,10.25,0.75,0.2,2018,,,
